
	170	376	173	374


	154	385	405	234
	153	384	405	233
	152	383	404	232
	153	382	404	231
	290	203	491	52
	435	95	491	53
	341	167	433	97


	153	384	405	233
	154	385	405	234
	153	381	404	231
	152	383	404	232
	416	108	474	64
	317	185	433	97
	340	165	404	118


	153	384	405	233
	153	383	405	232
	153	381	404	231
	290	203	413	110
	301	197	491	54
	162	380	163	379
	197	359	200	357
	200	358	405	234


	152	383	404	231
	154	384	406	233
	290	203	491	52
	292	203	491	53
	190	364	405	235


	153	384	405	233
	401	236	404	234
	152	383	404	232
	258	322	261	320
	154	385	259	322
	153	381	404	231
	290	203	491	52
	293	203	491	54
	404	117	410	112
	485	56	490	52
	478	61	484	56


	153	383	405	232
	154	385	406	233
	153	381	363	255
	291	202	485	56
	373	143	491	54


	154	384	406	233
	153	383	405	232
	160	378	163	376
	164	375	404	231
	291	203	491	52
	243	330	244	329
	248	327	405	233
	315	186	330	174
	329	176	491	54
	484	56	484	56
	154	385	405	235
	334	169	337	166
	487	54	489	52


	153	383	405	232
	152	383	404	231
	154	385	406	233
	401	235	402	234
	153	384	275	311
	292	203	491	53
	291	203	491	52
	422	102	425	100
	470	66	473	64


	154	385	406	233
	152	383	404	232
	153	381	308	288
	316	286	319	284
	387	244	388	243
	394	239	397	237
	352	265	353	264
	350	266	351	265
	153	384	203	354
	292	203	491	53
	291	203	491	52
	381	247	382	246
	207	352	208	351
	354	263	380	248
	270	316	273	314
	375	253	378	251


	153	382	404	231
	153	384	405	232
	154	384	406	233
	292	203	491	53
	352	157	491	52
	175	370	176	369
	394	238	397	236
	152	383	174	370
	372	255	373	254
	412	110	412	110
	478	60	478	60
	397	240	398	239
	430	97	433	94


	154	385	405	234
	153	383	405	232
	153	381	404	231
	290	203	350	158
	292	203	491	53
	328	279	329	278
	154	384	327	280


	153	384	405	232
	152	383	404	231
	306	293	406	233
	290	203	350	158
	292	203	491	53
	154	385	307	293
	351	158	491	52


	154	385	405	234
	153	384	405	232
	153	381	333	273
	352	157	491	52
	458	78	489	54
	317	185	461	76
	388	129	391	126


	154	385	406	233
	152	383	404	231
	332	277	333	276
	153	384	405	232
	291	203	491	52
	292	203	491	53
	190	364	405	235
	380	135	386	130


	152	383	404	232
	154	384	406	233
	291	203	491	52
	153	382	322	280
	401	121	403	119
	373	143	433	98
	478	63	480	61
	312	188	314	186
	154	385	405	234
	360	152	362	150
	352	156	370	142


	153	384	405	232
	154	385	406	233
	153	382	404	231
	309	191	491	54
	290	203	491	52
	305	295	308	293
	421	104	423	102
	372	141	374	139


	153	382	404	231
	153	383	405	232
	154	385	406	233
	401	235	404	233
	291	203	491	53
	222	343	225	341
	226	340	400	236
	262	321	263	320
	380	135	386	130
	323	284	326	282
	398	121	401	118


	154	384	406	233
	153	382	404	231
	290	203	458	76
	292	203	491	53
	152	383	344	268
	280	310	405	235


	153	382	404	231
	152	383	404	232
	154	384	406	233
	290	203	491	52
	287	304	288	303
	274	311	277	309
	292	203	318	183
	289	302	405	232
	352	158	355	155
	301	197	302	196
	354	157	491	53
	310	187	313	184
	190	364	405	235
	489	53	490	52
	311	187	338	166


	153	384	405	233
	153	382	404	231
	312	287	315	285
	153	383	405	232
	317	185	491	54
	290	203	491	52
	458	76	458	76
	380	135	386	130
	154	385	405	235
	336	168	338	166


	153	384	405	232
	153	381	404	231
	154	384	406	233
	291	203	491	52
	272	311	404	232
	292	203	491	53
	292	201	298	196
	337	276	338	275
	339	274	405	235


	152	383	404	231
	75	431	76	430
	154	384	406	233
	291	203	491	52
	203	353	399	235
	293	203	491	54
	396	123	402	118
	257	324	258	323
	259	322	405	235


	153	383	405	232
	152	383	404	231
	154	384	406	233
	290	203	491	52
	409	115	420	106
	340	167	375	140
	290	202	314	184
	478	63	489	54
	155	385	405	235


	153	384	405	233
	153	382	404	231
	208	352	211	350
	212	350	406	233
	153	383	405	232
	292	203	491	53
	290	203	491	52
	397	240	398	239
	295	301	298	299


	170	376	378	246
	291	203	491	52
	153	382	322	280
	153	383	266	315
	429	100	431	98
	327	279	328	278
	357	155	428	101
	329	278	404	231
	255	324	406	233
	303	294	326	280
	404	116	404	116
	290	203	333	170


	153	383	405	232
	266	316	267	315
	371	253	374	251
	153	384	265	317
	154	384	406	233
	152	383	404	231
	352	157	491	52
	435	95	491	53
	167	378	168	377
	383	248	405	235
	292	203	433	97
	413	110	418	106


	152	383	404	232
	318	283	319	282
	153	382	317	283
	153	384	405	233
	154	385	405	234
	352	157	491	52
	436	95	491	54
	332	170	338	166
	409	115	416	109
	292	203	408	116
	290	203	332	171


	153	384	405	232
	153	382	404	231
	154	385	406	233
	290	203	491	52
	291	203	491	53
	221	342	224	340
	174	370	177	368
	344	268	347	266


	153	383	405	232
	153	382	404	231
	154	384	406	233
	291	203	491	52
	290	203	442	88
	187	366	188	365
	154	385	186	366


	153	383	405	232
	153	384	405	233
	153	381	404	231
	154	385	405	234
	349	161	491	54
	291	203	491	52
	356	153	362	148
	430	96	433	94


	153	383	405	232
	153	382	404	231
	154	384	406	233
	365	149	491	54
	291	203	491	53
	335	277	338	275
	173	372	176	370
	203	354	206	352
	388	128	394	124
	297	300	298	299
	260	320	261	319
	428	98	428	98


	152	383	404	231
	154	384	406	233
	292	203	491	53
	366	255	367	254
	243	329	246	327
	306	291	309	289
	153	383	242	330
	484	56	484	56
	290	203	349	158
	250	328	405	235


	154	385	406	233
	152	383	404	232
	153	384	405	233
	352	156	482	58
	292	203	491	53


	154	384	406	233
	152	383	404	231
	292	203	494	51
	290	203	491	52
	153	383	405	232
	154	385	405	234


	153	382	404	231
	152	383	404	232
	153	384	405	233
	292	203	491	53
	290	203	450	82
	154	385	405	235


	154	385	405	234
	153	384	405	232
	152	383	404	231
	309	191	491	54
	290	203	482	58


	153	382	404	231
	153	384	405	233
	325	280	328	278
	293	203	491	54
	153	383	324	280
	300	297	406	233
	291	203	491	52
	310	187	313	184
	311	187	370	142
	342	273	343	272
	277	312	278	311
	323	284	326	282


	152	383	404	232
	154	385	405	234
	153	384	405	233
	183	364	186	362
	371	251	374	249
	187	361	370	251
	291	203	491	52
	292	203	491	53
	436	92	442	88
	384	132	386	130
	422	103	425	100


	152	383	404	231
	154	384	406	233
	291	203	491	53
	348	158	359	150
	377	252	378	251
	335	277	338	275


	153	384	405	233
	153	381	313	285
	153	383	405	232
	290	203	491	52
	333	173	491	54
	335	276	338	274
	230	339	233	337
	345	270	348	268
	315	288	316	287
	154	385	229	340
	457	77	458	76
	380	135	386	130
	388	128	394	124


	152	383	404	232
	153	384	405	232
	154	385	405	234
	291	203	491	52
	484	57	490	52
	290	202	298	196


	152	383	404	232
	154	385	406	233
	254	323	257	321
	337	274	340	272
	153	384	255	323
	292	203	491	53
	290	203	490	52
	323	280	324	279
	325	278	387	241


	154	385	405	234
	153	384	405	232
	153	381	373	249
	291	203	491	53
	380	135	394	124


	152	383	404	232
	153	384	405	233
	292	203	491	53
	290	203	491	52
	154	385	405	235


	153	383	405	232
	152	383	404	231
	154	384	406	233
	292	203	491	53
	290	203	491	52
	396	123	402	118
	195	361	405	235
	318	181	321	178
	433	95	434	94


	152	383	404	231
	154	385	406	233
	153	384	405	232
	290	203	491	52
	292	203	491	53
	255	325	256	324
	312	291	313	290
	282	309	283	308


	153	384	405	233
	287	303	405	232
	153	382	404	231
	292	203	491	53
	360	261	363	259
	154	385	359	262
	290	203	491	52
	291	202	310	187
	152	383	287	302


	153	384	405	233
	305	292	308	290
	153	381	404	231
	247	326	393	238
	210	351	213	349
	154	385	209	352
	290	203	491	52
	292	203	491	53
	478	60	481	58
	182	369	183	368
	213	350	405	234
	332	171	338	166


	152	383	404	232
	153	382	404	231
	153	384	405	232
	154	384	406	233
	291	203	491	53
	380	135	386	130
	197	360	198	359
	290	203	378	136
	157	384	158	383


	152	383	404	232
	153	384	405	232
	154	384	406	233
	290	203	491	52
	292	203	491	53
	153	381	343	267
	165	379	168	377


	154	384	406	233
	345	266	348	264
	153	382	344	267
	152	383	404	232
	290	203	360	150
	292	203	491	53
	229	338	405	232
	395	125	454	80
	154	385	405	235


	154	385	409	231
	153	382	404	231
	217	346	218	345
	219	344	406	232
	290	203	458	76
	292	203	491	53
	159	379	162	377
	163	377	404	232
	247	330	248	329
	378	251	381	249
	368	257	371	255


	153	382	404	231
	153	384	405	233
	154	385	405	234
	153	383	405	232
	292	203	491	53
	290	203	491	52
	436	92	442	88


	154	384	406	233
	153	382	404	231
	292	203	491	53
	153	383	404	232
	468	69	474	64
	154	385	405	235
	290	202	346	160


	153	382	404	231
	152	383	404	232
	153	384	405	232
	154	384	406	233
	292	203	491	53
	404	116	410	112
	433	96	464	72
	237	336	238	335
	318	287	321	285
	290	203	394	124
	372	255	373	254


	152	383	404	232
	153	384	405	233
	160	381	163	379
	205	354	208	352
	275	312	406	233
	290	203	490	52
	325	179	491	54
	208	353	276	312


	153	383	405	232
	330	275	333	273
	152	383	331	275
	154	384	406	233
	291	203	491	53
	290	203	450	82
	350	268	353	266


	152	383	404	232
	170	372	171	371
	154	385	406	233
	341	269	344	267
	153	381	341	268
	261	319	405	232
	291	203	491	53
	444	87	450	82
	290	202	346	160


	154	384	406	233
	153	382	404	231
	153	383	405	232
	292	203	491	53
	476	64	491	52
	290	203	414	110
	155	385	405	235


	153	384	405	233
	61	441	62	440
	152	383	404	232
	298	298	299	297
	170	375	297	299
	292	203	491	53
	359	152	361	150
	343	164	358	152
	477	63	491	52
	462	72	465	70
	154	385	281	309
	362	149	476	63


	154	385	405	234
	153	381	404	231
	153	384	405	233
	153	383	405	232
	291	203	491	52
	478	60	481	58
	441	91	443	89


	152	383	404	231
	153	384	405	233
	368	256	369	255
	154	385	367	257
	292	203	491	53
	321	282	324	280
	354	155	413	110
	325	280	405	232


	154	384	406	233
	152	383	404	232
	323	280	324	279
	253	322	254	321
	153	382	252	322
	291	203	491	53
	232	339	233	338
	154	385	232	338
	470	67	473	64


	152	383	404	232
	153	384	405	233
	350	263	353	261
	343	268	344	267
	153	381	343	267
	291	203	491	52
	154	385	405	234
	425	103	427	101
	427	102	491	53
	414	109	417	106
	476	63	482	58


	325	278	328	276
	345	266	348	264
	152	383	326	278
	153	384	405	233
	311	288	314	286
	314	287	405	232
	290	203	491	52
	292	203	491	53
	290	202	306	190
	382	249	383	248
	154	385	382	248


	152	383	404	231
	153	384	405	233
	154	385	406	233
	291	203	491	52
	446	85	449	82
	352	267	353	266
	290	203	442	88
	210	352	211	351
	310	292	313	290


	153	381	404	231
	154	385	405	234
	152	383	404	232
	153	384	405	232
	357	155	491	54
	290	203	491	52
	452	80	458	76
	417	107	418	106


	152	383	404	232
	154	384	406	233
	291	203	491	52
	182	369	183	368
	322	285	323	284
	184	367	321	285
	371	251	372	250
	469	70	471	68
	153	381	278	306
	290	203	410	112


	360	257	363	255
	153	383	405	232
	153	381	359	258
	154	385	406	233
	371	143	491	53
	291	203	369	144
	452	80	452	80
	290	203	394	124
	183	368	186	366
	187	366	381	249


	152	383	404	231
	154	384	406	233
	290	203	477	62
	371	143	491	53
	251	324	254	322
	255	322	399	235
	305	293	306	292
	307	291	405	233
	227	342	228	341
	229	340	405	235


	154	384	406	233
	153	383	405	232
	153	382	404	231
	292	203	369	145
	364	147	491	54
	260	322	405	235


	153	383	405	232
	154	385	406	233
	152	383	404	231
	436	95	491	54
	290	203	466	70
	233	336	236	334
	398	237	399	236
	312	289	315	287
	174	372	177	370
	178	369	232	337
	292	203	369	145


	154	384	406	233
	152	383	404	232
	290	203	477	62
	371	143	491	53
	402	237	403	236
	280	310	401	237
	153	381	404	231


	153	383	405	232
	153	382	404	231
	153	384	405	233
	290	203	477	62
	292	203	491	53
	154	385	405	234


	153	384	405	233
	153	383	405	232
	153	381	404	231
	290	203	477	62
	291	203	369	145
	262	320	265	318
	154	385	261	321


	153	381	404	231
	154	385	406	233
	172	373	175	371
	176	370	405	233
	302	293	305	291
	305	292	405	232
	291	203	491	52
	348	158	348	158
	308	188	314	184
	315	289	318	287
	300	195	306	190


	153	383	405	232
	160	378	163	376
	164	375	404	231
	154	385	406	233
	366	256	369	254
	153	384	365	257
	291	203	491	52
	292	203	491	53
	420	104	426	100


	152	383	404	232
	153	384	405	233
	233	337	234	336
	154	385	232	338
	292	203	491	53
	291	203	491	52
	315	284	318	282
	290	202	346	160
	399	234	402	232
	278	310	281	308
	153	382	314	285


	153	383	405	232
	153	382	404	231
	154	384	406	233
	291	203	491	52
	240	334	243	332
	290	203	349	158
	377	252	378	251


	153	381	404	231
	153	383	405	232
	154	385	406	233
	187	364	190	362
	276	310	277	309
	301	295	302	294
	375	251	378	249
	191	361	275	311
	309	191	491	54
	291	203	491	52
	250	328	253	326
	380	134	386	130


	153	384	405	232
	153	382	404	231
	154	385	405	234
	372	143	491	53
	388	130	390	128
	290	203	388	129


	152	383	404	232
	154	385	406	233
	345	269	348	267
	287	304	288	303
	349	266	405	232
	371	143	491	52
	153	384	345	268
	308	293	311	291
	260	322	263	320


	154	385	406	233
	153	384	405	233
	152	383	404	231
	371	143	491	53
	153	383	405	232
	421	105	423	103
	290	203	416	108


	175	373	383	243
	290	203	416	108
	122	398	123	397
	205	350	279	307
	292	203	369	145
	255	324	406	233
	316	286	405	232


	152	383	404	231
	154	384	406	233
	292	203	369	145
	419	106	491	52
	153	384	405	232
	324	177	451	84
	267	318	268	317
	277	312	278	311


	153	383	405	232
	152	383	266	314
	154	384	406	233
	371	143	491	53
	180	368	331	277
	375	253	378	251
	423	103	490	52


	154	384	406	233
	152	383	404	231
	371	143	491	53
	153	384	405	233
	283	308	405	235


	153	383	405	232
	153	382	404	231
	154	385	406	233
	290	203	491	52
	292	203	491	53
	316	183	322	178
	404	116	410	112


	154	385	406	233
	152	383	404	232
	153	384	405	233
	290	203	491	52
	292	203	334	171
	341	269	342	268
	153	381	341	268
	461	74	466	70
	436	92	436	92
	332	171	338	166
	301	197	302	196
	333	173	491	54


	153	384	405	233
	152	383	404	231
	154	385	405	234
	292	203	491	54
	291	203	491	52
	380	247	383	245
	476	62	482	58
	213	347	216	345
	345	268	348	266
	217	345	344	268
	290	203	402	118


	152	383	404	231
	153	384	405	233
	291	203	491	52
	231	336	232	335
	292	203	491	53
	232	336	405	232
	154	385	405	234
	358	151	361	148
	316	183	322	178


	152	383	404	231
	153	384	405	233
	154	385	406	233
	292	203	491	53
	390	241	391	240
	153	383	381	246
	449	84	451	82
	335	170	337	168
	485	57	487	55
	481	60	484	57
	452	81	482	58
	478	60	478	60
	290	203	386	130


	152	383	404	232
	186	364	189	362
	190	362	405	232
	154	384	406	233
	153	381	333	273
	291	203	491	53
	154	385	405	235
	290	203	402	118


	153	383	405	232
	154	384	406	233
	153	381	404	231
	290	203	491	52
	292	203	491	54
	265	319	405	235
	398	237	401	235
	160	380	286	304


	154	385	405	234
	153	384	405	232
	152	383	404	231
	416	108	491	52
	292	203	491	53
	356	152	362	148


	152	383	404	232
	153	384	405	232
	154	385	406	233
	291	203	491	53
	341	269	342	268
	153	381	341	268
	416	108	442	88
	280	310	281	309
	167	378	168	377


	152	383	404	232
	153	384	405	233
	291	203	491	52
	153	382	154	381
	155	380	404	231
	154	385	405	234
	290	203	402	118


	153	384	405	232
	152	383	404	231
	154	385	405	234
	416	109	491	52
	292	203	415	110
	454	78	454	78
	454	79	457	76
	348	159	354	154


	380	245	383	243
	195	361	379	246
	152	383	318	283
	292	203	491	53
	290	203	414	110
	307	292	405	233
	154	384	214	348
	436	93	442	88


	154	384	406	233
	153	383	404	232
	152	383	404	231
	291	203	491	53
	290	203	378	136
	192	363	193	362
	210	352	405	235


	153	383	405	232
	153	381	404	231
	154	385	406	233
	292	203	491	53
	319	182	321	180
	356	154	423	103
	480	60	482	58
	404	116	410	112
	380	250	383	248


	152	383	404	232
	384	245	387	243
	153	384	385	245
	251	323	254	321
	368	253	369	252
	293	298	294	297
	291	203	491	52
	325	278	328	276
	370	251	404	231
	378	247	378	247
	318	283	319	282
	320	281	324	279
	484	56	484	56
	348	159	354	154
	220	346	223	344
	222	344	405	234


	152	383	404	231
	154	384	406	233
	291	203	491	52
	153	383	405	232
	290	203	442	88
	380	250	383	248


	153	382	404	231
	153	383	404	232
	153	384	405	233
	291	203	491	53
	338	274	341	272
	388	244	389	243
	154	385	337	275
	340	165	346	160


	153	384	405	232
	154	385	406	233
	153	382	404	231
	394	238	397	236
	246	327	249	325
	206	351	207	350
	379	247	382	245
	374	250	375	249
	371	144	491	53
	271	312	373	251
	290	203	466	70


	154	385	405	234
	152	383	404	232
	153	384	405	233
	290	203	477	62
	371	144	491	53


	152	383	404	231
	153	384	405	233
	290	203	491	52
	292	203	491	53
	378	250	381	248
	358	262	361	260
	381	249	405	234
	170	375	171	374
	172	374	357	263
	344	162	346	160
	406	115	409	112


	153	382	404	231
	153	384	405	233
	156	381	157	380
	399	235	400	234
	157	381	398	236
	290	203	477	62
	291	203	491	53
	337	276	338	275
	154	385	337	275


	195	361	403	231
	290	203	477	62
	292	203	491	53
	153	382	342	268
	153	384	262	318
	238	335	239	334
	275	312	406	233


	153	383	405	232
	154	384	406	233
	153	382	404	231
	292	203	491	53
	477	63	479	61
	258	321	259	320
	465	72	467	70
	222	343	223	342
	371	143	390	128
	371	253	372	252
	247	328	248	327
	183	366	184	365
	356	262	359	260
	297	298	298	297
	205	353	208	351
	192	361	193	360
	268	315	271	313
	391	127	464	72
	321	283	324	281
	311	289	312	288
	232	337	233	336
	337	274	338	273
	288	303	297	297
	366	256	369	254
	209	350	211	349
	175	373	405	235
	243	330	246	328
	468	68	474	64


	153	382	404	231
	153	383	405	232
	154	385	406	233
	292	203	491	53
	420	106	422	104
	412	112	419	106
	351	158	353	156
	153	384	340	272
	420	105	477	62


	154	385	406	233
	153	383	405	232
	153	382	404	231
	292	203	491	53
	420	106	422	104
	290	203	420	105
	462	72	462	72
	388	129	394	124
	280	310	405	235
	421	104	426	100


	152	383	404	231
	153	384	405	232
	154	385	406	233
	292	203	491	53
	351	158	353	156
	354	155	491	52


	153	381	404	231
	153	383	405	232
	154	385	406	233
	292	203	491	53
	484	56	484	56
	290	202	338	166
	182	369	183	368
	352	267	353	266
	227	342	228	341


	154	385	405	234
	153	384	405	232
	370	251	373	249
	395	236	403	231
	153	382	369	252
	365	149	491	54
	291	203	372	142
	310	187	313	184
	290	202	290	202


	153	384	405	233
	152	383	404	232
	374	140	482	58
	291	203	491	53
	287	306	288	305
	162	381	163	380


	190	364	398	234
	170	371	173	369
	292	203	491	54
	374	140	466	70
	395	241	398	239
	302	295	383	248
	152	383	326	278
	325	281	326	280
	318	285	319	284
	313	288	313	288
	331	277	406	232


	153	384	407	231
	153	381	408	228
	154	384	407	232
	152	383	407	230
	292	203	491	53
	374	140	482	58
	365	259	368	257
	154	385	364	259


	152	383	409	229
	153	384	408	231
	154	385	408	232
	203	352	206	350
	395	236	398	234
	207	349	394	237
	341	167	491	54
	374	140	491	52
	484	56	484	56
	422	103	425	100
	388	129	394	124


	153	384	406	232
	153	382	404	231
	154	384	410	230
	339	271	342	269
	383	245	384	244
	374	141	491	52
	166	375	167	374
	181	366	184	364
	331	276	334	274
	368	254	369	253
	364	256	367	254
	223	341	226	339
	398	236	399	235
	246	327	247	326
	292	203	373	142
	253	323	256	321
	168	377	369	256
	275	310	276	309
	195	358	196	357
	420	105	426	100
	386	243	389	241
	273	311	274	310
	309	289	310	288
	197	356	222	341


	154	385	412	230
	153	384	405	233
	152	383	404	232
	292	203	491	53
	469	69	484	57
	374	140	470	67


	153	383	405	232
	154	384	406	233
	153	381	404	231
	374	140	491	52
	292	203	491	53
	303	296	405	235


	152	383	404	232
	154	384	406	233
	278	307	279	306
	331	275	334	273
	280	305	330	275
	292	203	491	53
	291	203	372	142
	268	313	269	312
	153	381	268	312
	290	203	371	142
	255	325	405	235


	154	385	406	233
	153	382	404	231
	152	383	404	232
	266	316	267	315
	153	384	265	317
	291	203	491	52
	460	75	466	70
	335	277	338	275
	452	81	458	76
	282	309	283	308
	173	374	176	372
	190	364	193	362


	154	385	406	233
	152	383	404	231
	153	384	405	232
	426	101	491	52
	292	203	491	53
	165	379	166	378
	187	366	188	365
	257	324	258	323


	153	384	405	232
	154	385	405	234
	400	233	403	231
	152	383	401	233
	291	203	491	52
	290	202	298	196


	153	384	405	233
	152	383	404	231
	154	385	406	233
	291	203	436	94
	202	357	203	356
	182	369	183	368
	227	342	228	341
	396	123	402	118


	154	384	406	233
	152	383	404	232
	325	179	491	54
	290	203	491	52
	153	384	405	232
	175	373	405	235


	153	381	404	231
	153	383	405	232
	154	384	406	233
	292	203	491	53
	290	203	491	52
	417	107	418	106
	430	97	433	94
	154	385	405	234
	300	194	306	190


	154	384	406	233
	153	383	405	232
	153	381	404	231
	357	155	491	54
	290	203	491	52
	334	169	337	166
	305	295	308	293
	364	147	366	145


	153	384	405	232
	391	242	406	233
	152	383	404	231
	154	385	390	243
	290	203	491	52
	292	203	310	189
	365	149	491	54
	263	317	394	238
	192	363	193	362
	372	141	374	139
	391	243	405	234
	382	132	385	130


	195	356	405	235
	291	203	491	52
	175	373	279	308
	396	125	419	107
	153	383	250	325
	247	325	404	231
	292	203	395	126
	324	176	324	176
	351	157	398	121


	154	385	406	233
	153	381	348	264
	152	383	404	232
	153	384	405	233
	292	203	431	99
	290	203	491	52
	356	152	356	152
	390	127	393	124


	153	382	404	231
	154	384	406	233
	354	262	404	232
	346	161	458	76
	435	95	491	53
	153	383	355	262
	154	385	405	234
	292	201	345	162


	153	383	405	232
	152	383	404	231
	154	384	406	233
	310	189	491	52
	435	96	491	54
	154	385	405	234


	330	275	333	273
	153	382	329	276
	153	384	405	233
	350	265	353	263
	405	232	405	232
	152	383	350	264
	154	385	405	234
	291	203	491	52
	292	203	491	53
	339	166	410	112


	153	383	405	232
	153	382	404	231
	154	384	406	233
	292	203	491	53
	291	203	491	52
	484	56	490	52
	222	345	223	344
	224	343	389	244
	380	135	386	130


	153	384	405	232
	153	382	404	231
	154	385	406	233
	292	203	491	53
	339	167	341	165
	347	161	349	159
	343	164	345	162
	342	164	482	58
	297	300	298	299
	182	369	183	368


	152	383	404	231
	154	385	406	233
	153	384	405	232
	292	203	491	53
	290	203	410	112


	315	284	318	282
	153	384	405	232
	318	283	404	231
	154	385	406	233
	290	203	491	52
	333	173	491	54
	470	67	473	64
	396	122	396	122
	291	202	293	200


	153	384	405	233
	153	381	404	231
	153	383	405	232
	290	203	350	158
	292	203	491	53
	335	277	338	275
	170	376	173	374


	153	382	404	231
	277	308	280	306
	153	383	405	232
	154	385	406	233
	291	203	491	52
	309	191	491	54
	454	78	457	76
	462	73	465	70


	153	384	405	233
	153	381	404	231
	152	383	404	232
	291	203	491	52
	373	143	491	54
	340	165	346	160
	235	337	238	335
	154	385	234	337


	154	385	406	233
	330	275	333	273
	153	384	405	232
	153	382	329	276
	291	203	369	145
	364	147	491	54


	153	382	404	231
	154	384	406	233
	352	157	491	52
	206	351	209	349
	153	383	207	351
	397	124	399	122
	399	123	491	53
	209	350	405	232
	372	141	374	139
	404	117	410	112
	468	68	474	64
	245	331	405	235


	153	381	328	276
	153	384	405	233
	152	383	404	232
	290	203	350	158
	291	203	319	182
	154	385	405	234
	320	182	491	53
	486	55	489	52
	486	54	486	54


	152	383	404	232
	154	384	406	233
	292	203	491	53
	291	203	491	52
	352	156	362	148
	454	78	457	76
	330	280	333	278
	360	149	361	148


	153	384	405	233
	197	357	198	356
	152	383	197	356
	163	376	166	374
	154	385	405	234
	167	373	404	231
	291	203	491	52
	396	125	399	122
	292	203	395	126
	290	202	306	190
	199	355	334	274
	420	105	426	100


	153	381	273	309
	170	376	378	246
	290	203	491	52
	292	203	491	53
	295	299	405	233
	255	324	386	245
	153	383	250	325
	364	147	370	142
	486	55	490	52
	397	122	402	118
	441	89	442	88


	153	384	405	233
	153	381	404	231
	152	383	404	232
	292	203	491	53
	378	250	379	249
	154	385	405	234
	290	203	386	130
