

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
8	208	227	11	21	137.5	28
9	227	201	13	21	76.5	28
10	248	127	18	21	239.0	28
11	441	99	17	21	66.0	28
12	88	44	16	21	103.0	28
13	399	37	13	21	117.0	28
14	613	32	17	21	210.5	28
15	562	30	20	21	159.5	28
16	127	8	19	21	133.5	28

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	265	448	20	21	141.5	29
1	355	442	15	21	161.5	29
2	336	407	13	21	70.5	29
3	570	403	19	20	108.0	29
4	374	385	3	21	37.0	29
5	8	380	13	21	86.5	29
6	108	302	2	2	1.0	29
6	89	302	18	15	70.0	29
7	183	231	13	21	57.0	29
8	210	227	11	21	137.5	29
9	229	203	12	21	74.0	29
10	249	127	18	21	239.0	29
11	443	100	17	21	66.0	29
12	88	46	16	21	103.0	29
13	401	38	13	21	115.5	29
14	613	33	17	21	210.5	29
15	562	32	20	21	162.0	29
16	127	9	19	21	133.5	29

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	265	450	20	21	141.5	30
1	356	442	15	21	161.5	30
2	337	407	13	21	70.5	30
3	571	402	19	21	111.5	30
4	376	387	3	21	37.0	30
5	10	381	13	21	86.0	30
6	109	303	2	2	1.0	30
6	90	303	18	15	70.0	30
7	183	233	13	21	57.0	30
8	210	227	11	21	137.5	30
9	230	203	13	21	75.0	30
10	250	127	18	21	239.0	30
11	443	101	17	21	66.0	30
12	89	46	16	21	103.0	30
13	403	39	13	19	106.5	30
14	562	34	20	21	162.0	30
15	613	33	17	21	210.5	30
16	127	9	19	21	133.5	30

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	266	451	20	21	141.5	31
1	356	442	15	21	161.5	31
2	337	408	13	21	70.5	31
3	571	404	19	21	110.5	31
4	378	387	3	21	37.0	31
5	12	382	13	21	86.5	31
6	109	303	2	2	1.0	31
6	90	303	18	15	70.0	31
7	183	233	13	21	57.0	31
8	212	229	11	21	137.5	31
9	230	203	13	21	75.0	31
10	250	127	18	21	239.0	31
11	444	103	17	21	66.0	31
12	89	48	16	21	103.0	31
13	403	41	13	17	98.5	31
14	563	36	20	21	162.0	31
15	614	34	17	21	210.5	31
16	127	11	19	21	133.5	31

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	267	451	20	21	141.5	32
1	357	444	15	21	160.0	32
2	337	409	13	21	70.5	32
3	573	404	19	21	110.5	32
4	380	388	3	21	37.0	32
5	12	383	13	21	86.5	32
6	109	304	2	2	1.0	32
6	90	304	18	15	69.0	32
7	185	233	13	21	57.0	32
8	212	229	11	21	137.5	32
9	230	204	13	21	75.0	32
10	252	128	18	21	239.0	32
11	444	103	17	21	66.0	32
12	90	48	16	21	103.0	32
13	403	41	13	17	98.5	32
14	565	36	20	21	162.0	32
15	614	34	17	21	210.5	32
16	127	11	19	21	133.5	32

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	267	451	20	21	141.5	33
1	358	444	15	21	160.0	33
2	337	410	13	21	70.5	33
3	575	406	18	21	109.5	33
4	381	390	3	21	37.0	33
5	14	385	13	21	86.5	33
6	111	306	2	2	1.0	33
6	92	306	18	15	69.0	33
7	185	233	13	21	57.0	33
8	212	230	11	21	137.5	33
9	231	204	13	21	75.0	33
10	254	130	18	21	239.0	33
11	446	103	17	21	66.0	33
12	90	48	16	21	103.0	33
13	403	41	13	17	98.5	33
14	565	36	20	21	162.0	33
15	614	35	17	21	210.5	33
16	129	12	19	21	133.5	33

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	269	453	20	21	141.5	34
1	358	445	15	21	160.0	34
2	337	411	13	21	70.5	34
3	575	408	18	21	107.5	34
4	382	390	3	21	37.0	34
5	14	387	13	21	86.5	34
6	112	307	2	2	1.0	34
6	93	307	18	15	70.0	34
7	186	233	13	21	57.0	34
8	212	232	11	21	137.5	34
9	233	204	13	21	75.0	34
10	254	132	18	21	239.0	34
11	446	104	17	21	66.0	34
12	411	61	4	3	4.0	34
12	92	48	16	21	103.0	34
13	404	43	13	14	87.5	34
14	616	36	17	21	210.5	34
15	565	36	20	21	162.0	34
16	129	12	19	21	133.5	34

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	269	454	20	21	141.5	35
1	358	445	15	21	160.0	35
2	338	412	13	21	70.5	35
3	576	408	18	21	106.0	35
4	382	390	3	21	37.0	35
5	14	389	13	21	86.5	35
6	112	308	2	2	1.0	35
6	93	308	18	15	70.0	35
7	188	234	13	21	58.0	35
8	212	233	11	21	137.5	35
9	233	205	13	21	75.0	35
10	256	132	18	21	239.0	35
11	446	104	17	21	66.0	35
12	411	60	5	4	7.5	35
12	93	49	16	21	103.0	35
13	405	43	13	14	85.0	35
14	616	38	17	21	210.5	35
15	567	37	20	21	162.0	35
16	131	13	19	21	133.5	35

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	269	455	20	21	141.0	36
1	358	447	15	21	162.5	36
2	338	414	13	21	70.5	36
3	576	409	19	21	113.5	36
4	383	392	3	21	36.0	36
5	14	389	13	21	86.5	36
6	112	308	2	2	1.0	36
6	93	308	18	15	69.0	36
7	188	236	13	21	58.0	36
8	214	233	11	21	137.5	36
9	234	205	13	21	74.0	36
10	256	133	18	21	239.0	36
11	447	104	17	21	66.0	36
12	412	59	5	5	11.0	36
12	94	49	16	21	101.0	36
13	406	43	13	13	81.5	36
14	569	39	20	21	163.0	36
15	616	38	17	21	210.5	36
16	131	13	19	21	131.5	36

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	270	455	20	21	141.0	37
1	359	449	15	21	162.5	37
2	340	414	13	21	70.5	37
3	576	410	19	21	114.5	37
4	383	393	3	21	36.0	37
5	16	389	13	21	86.5	37
6	112	308	2	2	1.0	37
6	93	308	18	15	68.0	37
7	189	237	13	21	58.0	37
8	216	235	11	21	137.5	37
9	234	206	13	21	74.0	37
10	258	133	18	21	239.0	37
11	448	104	17	21	66.0	37
12	412	59	5	7	19.0	37
12	94	49	16	21	101.0	37
13	406	45	13	9	71.5	37
13	617	40	17	21	210.5	37
14	570	39	20	21	163.0	37
15	133	14	19	21	133.5	37

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	271	456	20	21	141.0	38
1	361	451	15	21	162.5	38
2	341	415	13	21	70.5	38
3	577	410	19	21	114.5	38
4	384	393	3	21	36.0	38
5	17	389	13	21	86.5	38
6	114	308	2	2	1.0	38
6	95	308	18	15	69.0	38
7	216	237	11	21	137.5	38
8	189	237	13	21	58.0	38
9	234	206	13	21	74.0	38
10	258	134	18	21	239.0	38
11	448	106	17	21	65.0	38
12	412	59	5	8	23.0	38
12	94	50	16	21	101.0	38
13	406	46	13	9	67.5	38
13	617	40	17	21	210.5	38
14	570	39	20	21	163.0	38
15	135	14	19	21	133.5	38

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	361	451	15	21	162.5	39
1	342	415	13	21	70.5	39
2	577	410	19	21	114.5	39
3	384	394	3	20	34.0	39
4	17	391	13	21	86.5	39
5	114	308	2	2	1.0	39
5	95	308	18	15	69.0	39
6	218	239	11	21	137.5	39
7	189	237	13	21	58.0	39
8	234	206	13	21	74.0	39
9	258	134	18	21	239.0	39
10	450	106	17	21	65.0	39
11	412	59	5	8	23.0	39
11	94	51	16	21	101.0	39
12	406	46	13	9	67.5	39
12	572	41	20	21	163.0	39
13	135	15	19	21	133.5	39
14	51	7	9	20	60.0	39

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	362	451	15	21	162.5	40
1	344	417	13	21	70.5	40
2	578	410	19	21	114.5	40
3	384	393	3	21	36.0	40
4	17	391	13	21	86.5	40
5	114	308	2	2	1.0	40
5	95	308	18	15	69.0	40
6	218	239	11	21	137.5	40
7	189	239	13	21	58.0	40
8	236	208	13	21	74.0	40
9	259	136	18	21	240.0	40
10	450	107	17	21	65.0	40
11	412	59	5	8	23.0	40
11	95	51	16	21	101.0	40
12	406	46	13	9	67.5	40
12	572	41	20	21	163.0	40
13	137	16	19	21	133.5	40
14	51	9	9	20	61.0	40

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	363	451	15	21	162.5	41
1	346	418	13	21	70.5	41
2	579	410	19	21	114.5	41
3	384	393	3	21	36.0	41
4	17	391	13	21	86.5	41
5	114	309	2	2	1.0	41
5	95	309	18	15	69.0	41
6	189	240	13	21	58.0	41
7	220	239	11	21	137.5	41
8	238	209	13	21	74.0	41
9	261	136	18	21	240.0	41
10	450	107	17	21	65.0	41
11	413	59	5	8	25.5	41
11	95	51	16	21	101.0	41
12	407	46	13	9	65.0	41
12	572	41	20	21	163.0	41
13	138	16	19	21	133.5	41
14	51	11	9	20	61.0	41

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	363	451	15	21	162.5	42
1	346	419	13	21	70.5	42
2	579	410	19	21	114.5	42
3	386	393	3	21	36.0	42
4	17	391	13	21	86.5	42
5	116	309	2	2	1.0	42
5	97	309	18	15	69.0	42
6	221	241	11	21	137.5	42
7	190	240	13	21	58.0	42
8	238	209	13	21	74.0	42
9	262	138	18	21	240.0	42
10	450	107	17	21	65.0	42
11	414	58	5	11	36.5	42
11	95	53	16	21	101.0	42
12	408	48	13	9	53.0	42
12	573	41	20	21	163.0	42
13	138	17	19	21	133.5	42
14	51	11	9	20	61.0	42

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	365	451	15	21	162.5	43
1	346	419	13	21	70.5	43
2	579	410	19	21	114.5	43
3	386	395	3	21	36.0	43
4	17	391	13	21	86.5	43
5	116	309	2	2	1.0	43
5	97	309	18	15	69.0	43
6	223	241	11	21	137.5	43
7	191	240	13	21	58.0	43
8	238	210	13	21	74.0	43
9	262	140	18	21	240.0	43
10	450	107	17	21	66.0	43
11	415	56	6	15	48.0	43
12	97	54	16	21	101.0	43
13	409	50	10	8	35.5	43
13	573	41	20	21	163.0	43
14	138	17	19	21	133.5	43
15	52	11	9	20	61.0	43

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	367	452	15	21	162.5	44
1	348	420	13	21	70.5	44
2	580	412	19	21	113.5	44
3	387	397	3	21	36.0	44
4	17	391	13	21	86.5	44
5	116	310	2	2	1.0	44
5	97	310	18	15	69.0	44
6	223	242	11	21	137.5	44
7	192	240	13	21	58.0	44
8	239	211	13	21	74.0	44
9	262	140	18	21	240.0	44
10	450	107	17	21	66.0	44
11	416	55	7	17	56.5	44
12	98	54	16	21	101.0	44
13	410	51	8	6	19.5	44
13	573	41	20	21	163.0	44
14	138	17	19	21	133.5	44
15	54	11	9	20	61.0	44

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	368	454	15	21	161.5	45
1	348	422	13	21	70.5	45
2	581	412	19	21	113.5	45
3	387	398	3	21	37.0	45
4	19	391	13	21	86.5	45
5	118	310	2	2	1.0	45
5	99	310	18	15	69.0	45
6	225	244	11	21	137.5	45
7	192	242	13	21	57.0	45
8	239	211	13	21	74.0	45
9	264	142	18	21	229.5	45
10	451	108	17	21	66.0	45
11	416	55	7	17	56.5	45
12	98	55	16	21	101.0	45
13	410	51	8	6	19.5	45
13	573	42	20	21	163.0	45
14	138	17	19	21	133.5	45
15	56	11	9	20	61.0	45

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	368	454	15	21	161.5	46
1	348	422	13	21	70.5	46
2	583	414	19	21	113.5	46
3	389	398	3	21	37.0	46
4	21	391	13	21	86.5	46
5	120	311	2	2	1.0	46
5	101	311	18	15	70.0	46
6	226	244	11	21	137.5	46
7	194	244	13	21	58.0	46
8	241	211	13	21	74.0	46
9	266	142	18	21	212.5	46
10	451	108	17	21	66.0	46
11	416	55	7	17	56.5	46
12	98	55	16	21	101.0	46
13	410	51	8	6	19.5	46
13	574	42	20	21	163.0	46
14	138	18	19	21	133.5	46
15	56	13	9	20	61.0	46

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	348	422	13	21	70.5	47
1	584	414	19	21	113.5	47
2	389	398	3	21	37.0	47
3	21	391	13	21	86.5	47
4	120	312	2	2	1.0	47
4	101	312	18	15	70.0	47
5	226	244	11	21	137.5	47
6	195	244	13	21	58.0	47
7	243	212	13	21	74.0	47
8	11	204	16	21	96.5	47
9	266	143	18	20	134.5	47
10	453	108	17	21	66.0	47
11	98	56	16	21	101.0	47
12	418	52	7	20	64.0	47
13	412	51	6	5	9.0	47
13	576	42	20	21	163.0	47
14	138	20	19	21	133.5	47
15	56	13	9	20	61.0	47

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	348	424	13	21	70.5	48
1	585	414	19	21	110.5	48
2	391	400	3	21	36.0	48
3	23	393	13	21	86.5	48
4	121	314	2	2	1.0	48
4	102	314	18	15	70.0	48
5	226	244	11	21	137.5	48
6	196	244	13	21	58.0	48
7	245	212	13	21	74.0	48
8	12	206	17	21	98.0	48
9	266	143	18	20	133.5	48
10	453	108	17	21	66.0	48
11	98	56	16	21	102.0	48
12	418	53	7	20	66.0	48
13	415	52	2	2	1.0	48
13	576	43	20	21	162.0	48
14	138	20	19	21	133.5	48
15	56	13	9	20	62.0	48

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	348	426	13	21	70.5	49
1	585	415	19	21	110.5	49
2	393	401	3	21	36.0	49
3	24	393	13	21	86.5	49
4	121	314	2	2	1.0	49
4	102	314	18	15	70.0	49
5	197	246	13	21	57.0	49
6	227	244	11	21	137.5	49
7	247	213	13	21	74.0	49
8	12	206	17	21	98.0	49
9	266	143	18	20	133.5	49
10	453	108	17	21	66.0	49
11	414	60	2	2	1.0	49
11	100	58	16	21	102.0	49
12	418	53	8	21	77.0	49
13	578	43	20	21	162.0	49
14	139	21	19	21	133.5	49
15	57	13	9	20	62.0	49

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	350	426	13	21	70.5	50
1	586	415	19	21	110.5	50
2	393	402	3	21	36.0	50
3	25	394	13	21	86.5	50
4	121	314	2	2	1.0	50
4	102	314	18	15	70.0	50
5	197	248	13	21	57.0	50
6	227	244	11	21	137.5	50
7	249	214	13	21	74.0	50
8	14	207	17	21	98.0	50
9	268	143	18	19	119.5	50
10	453	109	17	21	66.0	50
11	100	59	16	21	102.0	50
12	415	54	13	21	101.0	50
13	10	52	13	21	123.0	50
14	579	43	20	21	162.0	50
15	141	21	19	21	132.5	50
16	58	14	9	20	61.0	50

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	350	426	13	21	70.5	51
1	587	415	19	21	110.5	51
2	393	403	3	21	36.0	51
3	26	396	13	21	86.5	51
4	123	314	2	2	1.0	51
4	104	314	18	15	70.0	51
5	197	248	13	21	57.0	51
6	229	244	11	21	137.5	51
7	251	216	13	21	74.0	51
8	16	209	17	21	98.0	51
9	275	156	13	10	26.5	51
9	270	145	17	17	96.5	51
10	454	111	17	21	67.0	51
11	101	60	16	21	102.0	51
12	416	56	13	21	116.0	51
13	10	53	13	21	123.0	51
14	579	44	20	21	162.0	51
15	141	22	19	21	130.0	51
16	60	16	9	20	61.0	51

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	350	426	13	21	70.5	52
1	588	416	19	21	110.5	52
2	394	403	3	21	36.0	52
3	28	397	13	21	86.5	52
4	123	315	2	2	1.0	52
4	104	315	18	15	70.0	52
5	197	249	13	21	57.0	52
6	231	244	11	21	137.5	52
7	252	218	13	21	74.0	52
8	16	209	17	21	98.0	52
9	275	155	14	11	36.0	52
9	271	145	16	17	93.5	52
10	454	113	17	21	66.0	52
11	101	60	16	21	102.0	52
12	417	56	13	21	116.0	52
13	11	54	13	21	123.0	52
14	579	44	20	21	162.0	52
15	141	23	19	21	134.5	52
16	60	17	9	20	61.0	52

INDEX	X_COORD	Y_COORD	WIDTH	HEIGHT	AREA	FRAME
0	352	426	13	21	70.5	53
1	589	417	18	21	108.5	53
2	394	403	3	21	36.0	53
3	28	398	13	21	86.5	53
4	125	317	2	2	1.0	53
4	106	317	18	15	69.0	53
5	199	249	13	21	57.0	53
6	231	244	11	21	137.5	53
7	252	219	13	21	74.0	53
8	17	210	17	21	98.0	53
9	275	154	16	14	70.0	53
10	273	147	14	13	58.0	53
11	455	115	17	21	66.0	53
12	103	61	16	21	102.0	53
13	418	56	13	21	116.0	53
